Prefix,FirstName,MiddleName,LastName,Suffix,Address,City,State,Zip+4,St/Dis,BioguideID,Party,Blue Dogs,Progressives,New Dems,Problem Solvers,Republican Governance Group / Tuesday Group,Freedom Caucus,Main Street Caucus,Republican Study Committee,The Squad / Justice Democrats,Republican Main Street Partnership,,,,
The Honorable,Chrissy,,Houlahan,, 1727 Longworth House Office Building,Washington,DC,20515-3806,PA06,H001085,D,,,Yes,Yes,,,,,,,,,,
The Honorable,Steny,H.,Hoyer,, 1705 Longworth House Office Building,Washington,DC,20515-2005,MD05,H000874,D,,,,,,,,,,,,,,
The Honorable,Val,T.,Hoyle,, 1620 Longworth House Office Building,Washington,DC,20515-3704,OR04,H001094,D,,Yes,Yes,,,,,,,,,,,
The Honorable,Richard,,Hudson,, 2112 Rayburn House Office Building,Washington,DC,20515-3309,NC09,H001067,R,,,,,,,,Yes,,,,,,
The Honorable,Jared,,Huffman,, 2445 Rayburn House Office Building,Washington,DC,20515-0502,CA02,H001068,D,,yes,,,,,,,,,,,,
The Honorable,Bill,,Huizenga,, 2232 Rayburn House Office Building,Washington,DC,20515-2204,MI04,H001058,R,,,,,,,Yes,Yes,,yes,,,,
The Honorable,Wesley,,Hunt,, 1520 Longworth House Office Building,Washington,DC,20515-0001,TX38,H001095,R,,,,,,,,,,,,,,
The Honorable,Darrell,,Issa,, 2108 Rayburn House Office Building,Washington,DC,20515-0548,CA48,I000056,R,,,,,,,,Yes,,,,,,
The Honorable,Glenn,,Ivey,, 1529 Longworth House Office Building,Washington,DC,20515-2004,MD04,I000058,D,,,Yes,,,,,,,,,,,
The Honorable,Jeff,,Jackson,, 1318 Longworth House Office Building,Washington,DC,20515-0001,NC14,J000308,D,,,Yes,,,,,,,,,,,
The Honorable,Jonathan,L.,Jackson,, 1641 Longworth House Office Building,Washington,DC,20515-1301,IL01,J000309,D,,Yes,,,,,,,,,,,,
The Honorable,Ronny,,Jackson,, 446 Cannon House Office Building,Washington,DC,20515-4313,TX13,J000304,R,,,,,,,,Yes,,,,,,
The Honorable,Sara,,Jacobs,, 1314 Longworth House Office Building,Washington,DC,20515-0551,CA51,J000305,D,,Yes,Yes,,,,,,,,,,,
The Honorable,John,,James,, 1319 Longworth House Office Building,Washington,DC,20515-2210,MI10,J000307,R,,,,Yes,,,Yes,Yes,,,,,,
The Honorable,Pramila,,Jayapal,, 2346 Rayburn House Office Building,Washington,DC,20515-4707,WA07,J000298,D,,Yes,,,,,,,Yes,,,,,
The Honorable,Hakeem,S.,Jeffries,, 2433 Rayburn House Office Building,Washington,DC,20515-3208,NY08,J000294,D,,,,,,,,,,,,,,
The Honorable,Dusty,,Johnson,, 1714 Longworth House Office Building,Washington,DC,20515-4100,SD00,J000301,R,,,,Yes,,,Yes,Yes,,yes,,,,
The Honorable,Henry,"C. ""Hank""",Johnson,Jr., 2240 Rayburn House Office Building,Washington,DC,20515-1004,GA04,J000288,D,,Yes,,,,,,,,,,,,
The Honorable,Mike,,Johnson,, 568 Cannon House Office Building,Washington,DC,20515-1804,LA04,J000299,R,,,,,,,,Yes,,,,,,
The Honorable,Jim,,Jordan,, 2056 Rayburn House Office Building,Washington,DC,20515-3504,OH04,J000289,R,,,,,,Yes,,,,,,,,
The Honorable,David,P.,Joyce,, 2065 Rayburn House Office Building,Washington,DC,20515-3514,OH14,J000295,R,,,,Yes,Yes,,yes,,,yes,,,,
The Honorable,John,,Joyce,, 152 Cannon House Office Building,Washington,DC,20515-3813,PA13,J000302,R,,,,,,,,,,,,,,
The Honorable,Sydney,,Kamlager-Dove,, 1419 Longworth House Office Building,Washington,DC,20515-0537,CA37,K000400,D,,Yes,,,,,,,,,,,,
The Honorable,Marcy,,Kaptur,, 2186 Rayburn House Office Building,Washington,DC,20515-3509,OH09,K000009,D,,,,,,,,,,,,,,
The Honorable,Thomas,H.,Kean,Jr., 251 Cannon House Office Building,Washington,DC,20515-3007,NJ07,K000398,R,,,,Yes,Yes,,Yes,,,yes,,,,
The Honorable,William,R.,Keating,, 2351 Rayburn House Office Building,Washington,DC,20515-2109,MA09,K000375,D,,,Yes,,,,,,,,,,,
The Honorable,Mike,,Kelly,, 1707 Longworth House Office Building,Washington,DC,20515-3816,PA16,K000376,R,,,,,,,,Yes,,,,,,
The Honorable,Robin,L.,Kelly,, 2329 Rayburn House Office Building,Washington,DC,20515-1302,IL02,K000385,D,,,,,,,,,,,,,,
The Honorable,Trent,,Kelly,, 2243 Rayburn House Office Building,Washington,DC,20515-2401,MS01,K000388,R,,,,,,,,,,,,,,
The Honorable,Timothy,M.,Kennedy,, 2269 Rayburn House Office Building,Washington,DC,20515-3226,NY26,K000402,D,,,Yes,,,,,,,,,,,
The Honorable,Ro,,Khanna,, 306 Cannon House Office Building,Washington,DC,20515-0517,CA17,K000389,D,,Yes,,,,,,,Yes,,,,,
The Honorable,Jennifer,A.,Kiggans,, 1037 Longworth House Office Building,Washington,DC,20515-4602,VA02,K000399,R,,,,,Yes,,Yes,,,yes,,,,
The Honorable,Daniel,T.,Kildee,, 200 Cannon House Office Building,Washington,DC,20515-2208,MI08,K000380,D,,,,Yes,,,,,,,,,,
The Honorable,Kevin,,Kiley,, 1032 Longworth House Office Building,Washington,DC,20515-0503,CA03,K000401,R,,,,,,,YEs,Yes,,,,,,
The Honorable,Derek,,Kilmer,, 1226 Longworth House Office Building,Washington,DC,20515-4706,WA06,K000381,D,,,Yes,,,,,,,,,,,
The Honorable,Andy,,Kim,, 2444 Rayburn House Office Building,Washington,DC,20515-3003,NJ03,K000394,D,,Yes,,,,,,,,,,,,
The Honorable,Young,,Kim,, 1306 Longworth House Office Building,Washington,DC,20515-0540,CA40,K000397,R,,,,Yes,Yes,,Yes,,,yes,,,,
The Honorable,Raja,,Krishnamoorthi,, 2367 Rayburn House Office Building,Washington,DC,20515-1308,IL08,K000391,D,,,Yes,,,,,,,,,,,
The Honorable,Ann,M.,Kuster,, 2201 Rayburn House Office Building,Washington,DC,20515-2902,NH02,K000382,D,,,Yes,,,,,,,,,,,
The Honorable,David,,Kustoff,, 560 Cannon House Office Building,Washington,DC,20515-4208,TN08,K000392,R,,,,,,,,Yes,,,,,,
The Honorable,Darin,,LaHood,, 1424 Longworth House Office Building,Washington,DC,20515-1316,IL16,L000585,R,,,,,,,,Yes,,,,,,
The Honorable,Nick,,LaLota,, 1530 Longworth House Office Building,Washington,DC,20515-3201,NY01,L000598,R,,,,Yes,Yes,,Yes,Yes,,yes,,,,
The Honorable,Doug,,LaMalfa,, 408 Cannon House Office Building,Washington,DC,20515-0501,CA01,L000578,R,,,,,,,,Yes,,,,,,
The Honorable,Doug,,Lamborn,, 2371 Rayburn House Office Building,Washington,DC,20515-0605,CO05,L000564,R,,,,,,,,Yes,,,,,,
The Honorable,Greg,,Landsman,, 1432 Longworth House Office Building,Washington,DC,20515-3501,OH01,L000601,D,,,Yes,Yes,,,,,,,,,,
The Honorable,Nicholas,A.,Langworthy,, 1630 Longworth House Office Building,Washington,DC,20515-3223,NY23,L000600,R,,,,,,,Yes,Yes,,yes,,,,
The Honorable,Rick,,Larsen,, 2163 Rayburn House Office Building,Washington,DC,20515-4702,WA02,L000560,D,,,Yes,,,,,,,,,,,
The Honorable,John,B.,Larson,, 1501 Longworth House Office Building,Washington,DC,20515-0701,CT01,L000557,D,,,,,,,,,,,,,,
The Honorable,Robert,E.,Latta,, 2467 Rayburn House Office Building,Washington,DC,20515-3505,OH05,L000566,R,,,,,,,,Yes,,,,,,
The Honorable,Jake,,LaTurner,, 2441 Rayburn House Office Building,Washington,DC,20515-1602,KS02,L000266,R,,,,,,,,YEs,,,,,,
The Honorable,Michael,,Lawler,, 1013 Longworth House Office Building,Washington,DC,20515-3217,NY17,L000599,R,,,,Yes,Yes,,Yes,,,yes,,,,
The Honorable,Barbara,,Lee,, 2470 Rayburn House Office Building,Washington,DC,20515-0512,CA12,L000551,D,,Yes,,,,,,,,,,,,
The Honorable,Laurel,M.,Lee,, 1118 Longworth House Office Building,Washington,DC,20515-0915,FL15,L000597,R,,,,,Yes,,Yes,Yes,,yes,,,,
The Honorable,Summer,L.,Lee,, 243 Cannon House Office Building,Washington,DC,20515-3812,PA12,L000602,D,,Yes,,,,,,,Yes,,,,,
The Honorable,Susie,,Lee,, 365 Cannon House Office Building,Washington,DC,20515-2803,NV03,L000590,D,,,Yes,Yes,,,,,,,,,,
The Honorable,Teresa,,Leger Fernandez,, 1510 Longworth House Office Building,Washington,DC,20515-3103,NM03,L000273,D,,Yes,,,,,,,,,,,,
The Honorable,Debbie,,Lesko,, 1214 Longworth House Office Building,Washington,DC,20515-0308,AZ08,L000589,R,,,,,,Yes,,Yes,,,,,,
The Honorable,Julia,,Letlow,, 142 Cannon House Office Building,Washington,DC,20515-1805,LA05,L000595,R,,,,,Yes,,Yes,Yes,,yes,,,,
The Honorable,Mike,,Levin,, 2352 Rayburn House Office Building,Washington,DC,20515-0549,CA49,L000593,D,,Yes,,,,,,,,,,,,
The Honorable,Ted,,Lieu,, 2454 Rayburn House Office Building,Washington,DC,20515-0536,CA36,L000582,D,,Yes,,,,,,,,,,,,
The Honorable,Zoe,,Lofgren,, 1401 Longworth House Office Building,Washington,DC,20515-0518,CA18,L000397,D,,,,,,,,,,,,,,
The Honorable,Greg,,Lopez,, 2455 Rayburn House Office Building,Washington,DC,20515-0604,CO04,L000604,R,,,,,,,,,,,,,,
The Honorable,Barry,,Loudermilk,, 2133 Rayburn House Office Building,Washington,DC,20515-1011,GA11,L000583,R,,,,,,,,Yes,,,,,,
The Honorable,Frank,D.,Lucas,, 2405 Rayburn House Office Building,Washington,DC,20515-3603,OK03,L000491,R,,,,,,,,,,,,,,
The Honorable,Blaine,,Luetkemeyer,, 2230 Rayburn House Office Building,Washington,DC,20515-2503,MO03,L000569,R,,,,,,,,Yet,,,,,,
The Honorable,Anna Paulina,,Luna,, 1017 Longworth House Office Building,Washington,DC,20515-0913,FL13,L000596,R,,,,,,Yes,,Yes,,,,,,
The Honorable,Morgan,,Luttrell,, 1320 Longworth House Office Building,Washington,DC,20515-4308,TX08,L000603,R,,,,,,,,Yes,,,,,,
The Honorable,Stephen,F.,Lynch,, 2109 Rayburn House Office Building,Washington,DC,20515-2108,MA08,L000562,D,,,,,,,,,,,,,,
The Honorable,Nancy,,Mace,, 1728 Longworth House Office Building,Washington,DC,20515-4001,SC01,M000194,R,,,,,,,,,,,,,,
The Honorable,Seth,,Magaziner,, 1218 Longworth House Office Building,Washington,DC,20515-3902,RI02,M001223,D,,,,,,,,,,,,,,
The Honorable,Nicole,,Malliotakis,, 351 Cannon House Office Building,Washington,DC,20515-3211,NY11,M000317,R,,,,Yes,Yes,,Yes,Yes,,yes,,,,
The Honorable,Celeste,,Maloy,, 166 Cannon House Office Building,Washington,DC,20515-4402,UT02,M001228,R,,,,,,,Yes,,,yes,,,,
The Honorable,Tracey,,Mann,, 344 Cannon House Office Building,Washington,DC,20515-1601,KS01,M000871,R,,,,,,,,Yes,,,,,,
The Honorable,Kathy,E.,Manning,, 307 Cannon House Office Building,Washington,DC,20515-3306,NC06,M001135,D,,,Yes,,,,,,,,,,,
The Honorable,Thomas,,Massie,, 2453 Rayburn House Office Building,Washington,DC,20515-1704,KY04,M001184,R,,,,,,,,,,,,,,
The Honorable,Brian,J.,Mast,, 2182 Rayburn House Office Building,Washington,DC,20515-0921,FL21,M001199,R,,,,,,,,Yes,,,,,,
The Honorable,Doris,O.,Matsui,, 2311 Rayburn House Office Building,Washington,DC,20515-0507,CA07,M001163,D,,,,,,,,,,,,,,
The Honorable,Lucy,,McBath,, 2246 Rayburn House Office Building,Washington,DC,20515-1007,GA07,M001208,D,,,Yes,,,,,,,,,,,
The Honorable,Michael,T.,McCaul,, 2300 Rayburn House Office Building,Washington,DC,20515-4310,TX10,M001157,R,,,,,,,Yes,Yes,,yes,,,,
The Honorable,Lisa,C.,McClain,, 444 Cannon House Office Building,Washington,DC,20515-2209,MI09,M001136,R,,,,,,,Yes,Yes,,yes,,,,
The Honorable,Jennifer,L.,McClellan,, 2417 Rayburn House Office Building,Washington,DC,20515-4604,VA04,M001227,D,,Yes,Yes,,,,,,,,,,,
The Honorable,Tom,,McClintock,, 2256 Rayburn House Office Building,Washington,DC,20515-0505,CA05,M001177,R,,,,,,,,Yes,,,,,,
The Honorable,Betty,,McCollum,, 2426 Rayburn House Office Building,Washington,DC,20515-2304,MN04,M001143,D,,,,,,,,,,,,,,
The Honorable,Richard,,McCormick,, 1213 Longworth House Office Building,Washington,DC,20515-1006,GA06,M001218,R,,,,,,,,Yes,,,,,,
The Honorable,Morgan,,McGarvey,, 1527 Longworth House Office Building,Washington,DC,20515-1703,KY03,M001220,D,,Yes,Yes,,,,,,,,,,,
The Honorable,James,P.,McGovern,, 370 Cannon House Office Building,Washington,DC,20515-2102,MA02,M000312,D,,Yes,,,,,,,,,,,,
The Honorable,Patrick,T.,McHenry,, 2134 Rayburn House Office Building,Washington,DC,20515-3310,NC10,M001156,R,,,,,,,,Yes,,,,,,
The Honorable,LaMonica,,McIver,, 106 Cannon House Office Building,Washington,DC,20515-3010,NJ10,M001229,D,,,,,,,,,,,,,,
The Honorable,Gregory,W.,Meeks,, 2310 Rayburn House Office Building,Washington,DC,20515-3205,NY05,M001137,D,,,Yes,,,,,,,,,,,
The Honorable,Robert,,Menendez,, 1007 Longworth House Office Building,Washington,DC,20515-3008,NJ08,M001226,D,,,,,,,,,,,,,,
The Honorable,Grace,,Meng,, 2209 Rayburn House Office Building,Washington,DC,20515-3206,NY06,M001188,D,,Yes,,,,,,,,,,,,
The Honorable,Daniel,,Meuser,, 350 Cannon House Office Building,Washington,DC,20515-3809,PA09,M001204,R,,,,Yes,,,Yes,Yes,,yes,,,,
The Honorable,Kweisi,,Mfume,, 2263 Rayburn House Office Building,Washington,DC,20515-2007,MD07,M000687,D,,Yes,,,,,,,,,,,,
The Honorable,Carol,D.,Miller,, 465 Cannon House Office Building,Washington,DC,20515-4801,WV01,M001205,R,,,,,,,Yes,,,yes,,,,
The Honorable,Mary,E.,Miller,, 1740 Longworth House Office Building,Washington,DC,20515-1315,IL15,M001211,R,,,,,,Yes,,Yes,,,,,,
The Honorable,Max,L.,Miller,, 143 Cannon House Office Building,Washington,DC,20515-3507,OH07,M001222,R,,,,,,,Yes,Yes,,yes,,,,
The Honorable,Mariannette,,Miller-Meeks,, 1034 Longworth House Office Building,Washington,DC,20515-1501,IA01,M001215,R,,,,,Yes,,YEs,,,yes,,,,
The Honorable,Cory,,Mills,, 1237 Longworth House Office Building,Washington,DC,20515-0907,FL07,M001216,R,,,,,,,,Yes,,,,,,
The Honorable,Marcus,J.,Molinaro,, 1207 Longworth House Office Building,Washington,DC,20515-3219,NY19,M001221,R,,,,Yes,Yes,,Yes,,,yes,,,,
The Honorable,John,R.,Moolenaar,, 246 Cannon House Office Building,Washington,DC,20515-2202,MI02,M001194,R,,,,,,,Yes,Yes,,yes,,,,
The Honorable,Alexander,X.,Mooney,, 2228 Rayburn House Office Building,Washington,DC,20515-4802,WV02,M001195,R,,,,,,Yes,,Yes,,,,,,
The Honorable,Barry,,Moore,, 1504 Longworth House Office Building,Washington,DC,20515-0102,AL02,M001212,R,,,,,,Yes,,Yes,,,,,,
The Honorable,Blake,D.,Moore,, 1131 Longworth House Office Building,Washington,DC,20515-4401,UT01,M001213,R,,,,Yes,Yes,,YEs,Yes,,yes,,,,
The Honorable,Gwen,,Moore,, 2252 Rayburn House Office Building,Washington,DC,20515-4904,WI04,M001160,D,,Yes,,,,,,,,,,,,
The Honorable,Nathaniel,,Moran,, 1541 Longworth House Office Building,Washington,DC,20515-4301,TX01,M001224,R,,,,,,,Yes,Yes,,yes,,,,
The Honorable,Joseph,D.,Morelle,, 570 Cannon House Office Building,Washington,DC,20515-3225,NY25,M001206,D,,,Yes,,,,,,,,,,,
The Honorable,Jared,,Moskowitz,, 1130 Longworth House Office Building,Washington,DC,20515-0923,FL23,M001217,D,,,Yes,,,,,,,,,,,
The Honorable,Seth,,Moulton,, 1126 Longworth House Office Building,Washington,DC,20515-2106,MA06,M001196,D,,,Yes,,,,,,,,,,,
The Honorable,James,C.,Moylan,, 1628 Longworth House Office Building,Washington,DC,20515-5301,GU00,M001219,R,,,,Yes,,,,Yes,,,,,,
The Honorable,Frank,J.,Mrvan,, 1607 Longworth House Office Building,Washington,DC,20515-1401,IN01,M001214,D,,,Yes,,,,,,,,,,,
The Honorable,Kevin,,Mullin,, 1404 Longworth House Office Building,Washington,DC,20515-0515,CA15,M001225,D,,,,,,,,,,,,,,
The Honorable,Gregory,F.,Murphy,, 407 Cannon House Office Building,Washington,DC,20515-3303,NC03,M001210,R,,,,,,,Yes,Yes,,,,,,
The Honorable,Jerrold,,Nadler,, 2132 Rayburn House Office Building,Washington,DC,20515-3212,NY12,N000002,D,,Yes,,,,,,,,,,,,
The Honorable,Grace,F.,Napolitano,, 1610 Longworth House Office Building,Washington,DC,20515-0531,CA31,N000179,D,,Yes,,,,,,,,,,,,
The Honorable,Richard,E.,Neal,, 372 Cannon House Office Building,Washington,DC,20515-2101,MA01,N000015,D,,,,,,,,,,,,,,
The Honorable,Joe,,Neguse,, 2400 Rayburn House Office Building,Washington,DC,20515-0602,CO02,N000191,D,,Yes,,,,,,,,,,,,
The Honorable,Troy,E.,Nehls,, 1104 Longworth House Office Building,Washington,DC,20515-4322,TX22,N000026,R,,,,,,,,Yes,,,,,,
The Honorable,Dan,,Newhouse,, 504 Cannon House Office Building,Washington,DC,20515-4704,WA04,N000189,R,,,,,,,Yes,Yes,,yes,,,,
The Honorable,Wiley,,Nickel,, 1133 Longworth House Office Building,Washington,DC,20515-3313,NC13,N000194,D,Yes,,Yes,Yes,,,,,,,,,,
The Honorable,Donald,,Norcross,, 2427 Rayburn House Office Building,Washington,DC,20515-3001,NJ01,N000188,D,,Yes,Yes,Yes,,,,,,,,,,
The Honorable,Ralph,,Norman,, 569 Cannon House Office Building,Washington,DC,20515-4005,SC05,N000190,R,,,,,,Yes,,Yes,,,,,,
The Honorable,Eleanor,Holmes,Norton,, 2136 Rayburn House Office Building,Washington,DC,20515-5101,DC00,N000147,D,,Yes,,,,,,,,,,,,
The Honorable,Zachary,,Nunn,, 1232 Longworth House Office Building,Washington,DC,20515-1503,IA03,N000193,R,,,,,,,,Yes,,,,,,
The Honorable,Jay,,Obernolte,, 1029 Longworth House Office Building,Washington,DC,20515-0523,CA23,O000019,R,,,,,Yes,,Yes,Yes,,yes,,,,
The Honorable,Alexandria,,Ocasio-Cortez,, 250 Cannon House Office Building,Washington,DC,20515-3214,NY14,O000172,D,,Yes,,,,,,,Yes,,,,,
The Honorable,Andrew,,Ogles,, 151 Cannon House Office Building,Washington,DC,20515-4205,TN05,O000175,R,,,,,,Yes,,Yes,,,,,,
The Honorable,Ilhan,,Omar,, 1730 Longworth House Office Building,Washington,DC,20515-2305,MN05,O000173,D,,Yes,,,,,,,Yes,,,,,
The Honorable,Burgess,,Owens,, 309 Cannon House Office Building,Washington,DC,20515-4404,UT04,O000086,R,,,,,,,,Yes,,,,,,
The Honorable,Frank,,Pallone,Jr., 2107 Rayburn House Office Building,Washington,DC,20515-3006,NJ06,P000034,D,,,,,,,,,,,,,,
The Honorable,Gary,J.,Palmer,, 170 Cannon House Office Building,Washington,DC,20515-0106,AL06,P000609,R,,,,,,Yes,,Yes,,,,,,
The Honorable,Jimmy,,Panetta,, 304 Cannon House Office Building,Washington,DC,20515-0519,CA19,P000613,D,,Yes,Yes,Yes,,,,,,,,,,
The Honorable,Chris,,Pappas,, 452 Cannon House Office Building,Washington,DC,20515-2901,NH01,P000614,D,,,Yes,Yes,,,,,,,,,,
The Honorable,Nancy,,Pelosi,, 1236 Longworth House Office Building,Washington,DC,20515-0511,CA11,P000197,D,,,,,,,,,,,,,,
The Honorable,Mary,Sattler,Peltola,, 153 Cannon House Office Building,Washington,DC,20515-0200,AK00,P000619,D,Yes,,,Yes,,,,,,,,,,
The Honorable,Greg,,Pence,, 404 Cannon House Office Building,Washington,DC,20515-1406,IN06,P000615,R,,,,,,,,Yes,,,,,,
The Honorable,Marie,Gluesenkamp,Perez,, 1431 Longworth House Office Building,Washington,DC,20515-4703,WA03,G000600,D,Yes,,,Yes,,,,,,,,,,
The Honorable,Scott,,Perry,, 2160 Rayburn House Office Building,Washington,DC,20515-3810,PA10,P000605,R,,,,,,Yes,,,,,,,,
The Honorable,Scott,H.,Peters,, 1201 Longworth House Office Building,Washington,DC,20515-0550,CA50,P000608,D,,,Yes,Yes,,,,,,,,,,
The Honorable,Brittany,,Pettersen,, 1230 Longworth House Office Building,Washington,DC,20515-0607,CO07,P000620,D,,,Yes,Yes,,,,,,,,,,
The Honorable,August,,Pfluger,, 1124 Longworth House Office Building,Washington,DC,20515-4311,TX11,P000048,R,,,,,,,,Yes,,,,,,
The Honorable,Dean,,Phillips,, 2452 Rayburn House Office Building,Washington,DC,20515-2303,MN03,P000616,D,,,Yes,Yes,,,,,,,,,,
The Honorable,Chellie,,Pingree,, 2354 Rayburn House Office Building,Washington,DC,20515-1901,ME01,P000597,D,,Yes,,,,,,,,,,,,
The Honorable,Stacey,E.,Plaskett,, 2059 Rayburn House Office Building,Washington,DC,20515-5500,VI00,P000610,D,,,Yes,,,,,,,,,,,
The Honorable,Mark,,Pocan,, 1026 Longworth House Office Building,Washington,DC,20515-4902,WI02,P000607,D,,Yes,,,,,,,,,,,,
The Honorable,Katie,,Porter,, 1233 Longworth House Office Building,Washington,DC,20515-0547,CA47,P000618,D,,Yes,,,,,,,,,,,,
The Honorable,Bill,,Posey,, 2150 Rayburn House Office Building,Washington,DC,20515-0908,FL08,P000599,R,,,,,,Yes,,Yes,,,,,,
The Honorable,Ayanna,,Pressley,, 402 Cannon House Office Building,Washington,DC,20515-2107,MA07,P000617,D,,Yes,,,,,,,Yes,,,,,
The Honorable,Mike,,Quigley,, 2083 Rayburn House Office Building,Washington,DC,20515-1305,IL05,Q000023,D,,,,,,,,,,,,,,
The Honorable,Aumua Amata,Coleman,Radewagen,, 2001 Rayburn House Office Building,Washington,DC,20515-5200,AS00,R000600,R,,,,,,,,,,,,,,
The Honorable,Delia,C.,Ramirez,, 1523 Longworth House Office Building,Washington,DC,20515-1303,IL03,R000617,D,,Yes,,,,,,,Yes,,,,,
The Honorable,Jamie,,Raskin,, 2242 Rayburn House Office Building,Washington,DC,20515-2008,MD08,R000606,D,,Yes,,,,,,,,,,,,
The Honorable,Guy,,Reschenthaler,, 342 Cannon House Office Building,Washington,DC,20515-3814,PA14,R000610,R,,,,,,,Yes,Yes,,yes,,,,
The Honorable,Cathy,McMorris,Rodgers,, 2188 Rayburn House Office Building,Washington,DC,20515-4705,WA05,M001159,R,,,,,Yes,,Yes,Yes,,yes,,,,
The Honorable,Harold,,Rogers,, 2406 Rayburn House Office Building,Washington,DC,20515-1705,KY05,R000395,R,,,,,,,,,,,,,,
The Honorable,Mike,,Rogers,, 2469 Rayburn House Office Building,Washington,DC,20515-0103,AL03,R000575,R,,,,,,,,Yes,,,,,,
The Honorable,John,W.,Rose,, 2238 Rayburn House Office Building,Washington,DC,20515-4206,TN06,R000612,R,,,,,,,,Yes,,,,,,
The Honorable,Matthew,M.,Rosendale,Sr., 1023 Longworth House Office Building,Washington,DC,20515-0001,MT02,R000103,R,,,,,,Yes,,Yes,,,,,,
The Honorable,Deborah,K.,Ross,, 1221 Longworth House Office Building,Washington,DC,20515-3302,NC02,R000305,D,,,Yes,,,,,,,,,,,
The Honorable,David,,Rouzer,, 2333 Rayburn House Office Building,Washington,DC,20515-3307,NC07,R000603,R,,,,,,,Yes,Yes,,yes,,,,
The Honorable,Chip,,Roy,, 103 Cannon House Office Building,Washington,DC,20515-4321,TX21,R000614,R,,,,,,Yes,,Yes,,,,,,
The Honorable,Raul,,Ruiz,, 2342 Rayburn House Office Building,Washington,DC,20515-0525,CA25,R000599,D,,,Yes,,,,,,,,,,,
The Honorable,Michael,A.,Rulli,, 2082 Rayburn House Office Building,Washington,DC,20515-3506,OH06,R000619,R,,,,,Yes,,,,,yes,,,,
The Honorable,C.,A. Dutch,Ruppersberger,, 2206 Rayburn House Office Building,Washington,DC,20515-2002,MD02,R000576,D,,,,,,,,,,,,,,
The Honorable,John,H.,Rutherford,, 1711 Longworth House Office Building,Washington,DC,20515-0905,FL05,R000609,R,,,,,Yes,,Yes,,,yes,,,,
The Honorable,Patrick,,Ryan,, 1030 Longworth House Office Building,Washington,DC,20515-3218,NY18,R000579,D,,,Yes,,,,,,,,,,,
The Honorable,Gregorio,Kilili Camacho,Sablan,, 2267 Rayburn House Office Building,Washington,DC,20515-5201,MP00,S001177,D,,,,,,,,,,,,,,
The Honorable,Maria,Elvira,Salazar,, 2162 Rayburn House Office Building,Washington,DC,20515-0927,FL27,S000168,R,,,,Yes,Yes,,,,,,,,,
The Honorable,Andrea,,Salinas,, 109 Cannon House Office Building,Washington,DC,20515-0001,OR06,S001226,D,,Yes,Yes,,,,,,,,,,,
The Honorable,Linda,T.,Sánchez,, 2428 Rayburn House Office Building,Washington,DC,20515-0538,CA38,S001156,D,,Yes,,,,,,,,,,,,
The Honorable,John,P.,Sarbanes,, 2370 Rayburn House Office Building,Washington,DC,20515-2003,MD03,S001168,D,,,,,,,,,,,,,,
The Honorable,Steve,,Scalise,, 2049 Rayburn House Office Building,Washington,DC,20515-1801,LA01,S001176,R,,,,,,,,Yes,,,,,,
The Honorable,Mary Gay,,Scanlon,, 1227 Longworth House Office Building,Washington,DC,20515-3805,PA05,S001205,D,,Yes,Yes,,,,,,,,,,,
The Honorable,Janice,D.,Schakowsky,, 2408 Rayburn House Office Building,Washington,DC,20515-1309,IL09,S001145,D,,Yes,,,,,,,,,,,,
The Honorable,Adam,B.,Schiff,, 2309 Rayburn House Office Building,Washington,DC,20515-0530,CA30,S001150,D,,,Yes,,,,,,,,,,,
The Honorable,Bradley,Scott,Schneider,, 300 Cannon House Office Building,Washington,DC,20515-1310,IL10,S001190,D,,,Yes,Yes,,,,,,,,,,
The Honorable,Hillary,J.,Scholten,, 1317 Longworth House Office Building,Washington,DC,20515-2203,MI03,S001221,D,,,Yes,Yes,,,,,,,,,,
The Honorable,Kim,,Schrier,, 1110 Longworth House Office Building,Washington,DC,20515-4708,WA08,S001216,D,,,Yes,,,,,,,,,,,
The Honorable,David,,Schweikert,, 460 Cannon House Office Building,Washington,DC,20515-0301,AZ01,S001183,R,,,,,,,,Yes,,,,,,
The Honorable,Austin,,Scott,, 2185 Rayburn House Office Building,Washington,DC,20515-1008,GA08,S001189,R,,,,,,,,Yes,,,,,,
The Honorable,David,,Scott,, 468 Cannon House Office Building,Washington,DC,20515-1013,GA13,S001157,D,,,Yes,,,,,,,,,,,
The Honorable,Robert,"C. ""Bobby""",Scott,, 2328 Rayburn House Office Building,Washington,DC,20515-4603,VA03,S000185,D,,,,,,,,,,,,,,
The Honorable,Keith,,Self,, 1113 Longworth House Office Building,Washington,DC,20515-4303,TX03,S001224,R,,,,,,Yes,,Yes,,,,,,
The Honorable,Pete,,Sessions,, 2204 Rayburn House Office Building,Washington,DC,20515-4317,TX17,S000250,R,,,,,,,Yes,Yes,,yes,,,,
The Honorable,Terri,A.,Sewell,, 1035 Longworth House Office Building,Washington,DC,20515-0107,AL07,S001185,D,,,Yes,,,,,,,,,,,
The Honorable,Brad,,Sherman,, 2365 Rayburn House Office Building,Washington,DC,20515-0532,CA32,S000344,D,,Yes,,,,,,,,,,,,
The Honorable,Mikie,,Sherrill,, 1427 Longworth House Office Building,Washington,DC,20515-3011,NJ11,S001207,D,,,Yes,,,,,,,,,,,
